上证50 (000016) on 06-17 17:05:51, price= 3000.03, ratio= -1.57%,amount=941910.56 
百联股份(600827) on 07-13 22:17:50, price=19.20, ratio=  4.75%,amount=123264.54 
成商集团(600828) on 07-13 22:17:50, price= 8.28, ratio=  0.00%,amount=2125.92 
人民同泰(600829) on 07-13 22:17:50, price=14.03, ratio=  3.16%,amount=21533.09 
香溢融通(600830) on 07-13 22:17:50, price= 9.94, ratio=  0.00%,amount=3896.67 
广电网络(600831) on 07-13 22:17:50, price=14.34, ratio=  0.00%,amount=32056.57 
第一医药(600833) on 07-13 22:17:50, price=16.26, ratio=  0.37%,amount=16526.16 
申通地铁(600834) on 07-13 22:17:50, price=18.25, ratio=  9.68%,amount=42603.90 
上海机电(600835) on 07-13 22:17:50, price=29.91, ratio=  4.95%,amount=56851.09 
界龙实业(600836) on 07-13 22:17:50, price=19.20, ratio=  0.00%,amount=44017.87 
海通证券(600837) on 07-13 22:17:50, price=21.96, ratio=  0.73%,amount=1095928.76 
上海九百(600838) on 07-13 22:17:50, price= 9.77, ratio=  2.95%,amount=26982.81 
四川长虹(600839) on 07-13 22:17:50, price= 7.73, ratio=  3.76%,amount=232148.60 
上柴股份(600841) on 07-13 22:17:50, price=12.09, ratio=  0.00%,amount=12742.38 
上工申贝(600843) on 07-13 22:17:50, price=14.74, ratio=  3.22%,amount=27408.74 
丹化科技(600844) on 07-13 22:17:50, price= 8.33, ratio=  0.00%,amount=628.76 
宝信软件(600845) on 07-13 22:17:50, price=60.83, ratio=  0.00%,amount=13191.71 
同济科技(600846) on 07-13 22:17:50, price= 7.35, ratio=  0.00%,amount=345.59 
万里股份(600847) on 07-13 22:17:50, price=18.29, ratio=  0.00%,amount=5465.18 
自仪股份(600848) on 07-13 22:17:50, price=27.29, ratio=  6.48%,amount=57682.02 
华东电脑(600850) on 07-13 22:17:50, price=41.47, ratio=  0.00%,amount=4657.21 
海欣股份(600851) on 07-13 22:17:50, price= 9.33, ratio=  0.00%,amount=28006.63 
龙建股份(600853) on 07-13 22:17:50, price= 7.29, ratio=  5.19%,amount=32485.78 
春兰股份(600854) on 07-13 22:17:50, price= 7.02, ratio=  1.01%,amount=27041.68 
航天长峰(600855) on 07-13 22:17:50, price=31.38, ratio=  6.19%,amount=123953.39 
长百集团(600856) on 07-13 22:17:50, price=19.37, ratio=  0.00%,amount=4954.46 
宁波中百(600857) on 07-13 22:17:50, price=15.71, ratio=  1.35%,amount=11284.83 
银座股份(600858) on 07-13 22:17:50, price=12.23, ratio=  6.81%,amount=39585.98 
王府井  (600859) on 07-13 22:17:50, price=27.07, ratio=  5.74%,amount=53767.62 
京城股份(600860) on 07-13 22:17:50, price=13.29, ratio=  0.00%,amount= 0.00 
北京城乡(600861) on 07-13 22:17:50, price=13.60, ratio=  1.34%,amount=21081.20 
南通科技(600862) on 07-13 22:17:50, price=18.62, ratio=  0.11%,amount=75452.52 
内蒙华电(600863) on 07-13 22:17:50, price= 5.87, ratio=  1.38%,amount=152716.56 
哈投股份(600864) on 07-13 22:17:50, price=14.38, ratio=  3.08%,amount=29558.49 
百大集团(600865) on 07-13 22:17:50, price=12.88, ratio=  0.00%,amount=1046.26 
星湖科技(600866) on 07-13 22:17:50, price= 8.32, ratio=  0.00%,amount= 0.00 
通化东宝(600867) on 07-13 22:17:50, price=20.18, ratio=  0.00%,amount= 0.00 
梅雁吉祥(600868) on 07-13 22:17:50, price= 4.42, ratio=  1.61%,amount=97169.91 
智慧能源(600869) on 07-13 22:17:50, price=29.14, ratio=  0.00%,amount= 0.00 
*ST厦华 (600870) on 07-13 22:17:50, price= 7.46, ratio=  0.00%,amount= 0.00 
石化油服(600871) on 07-13 22:17:50, price=10.10, ratio=  1.00%,amount=168507.40 
中炬高新(600872) on 07-13 22:17:50, price=21.62, ratio=  0.00%,amount= 0.00 
梅花生物(600873) on 07-13 22:17:50, price= 8.02, ratio=  0.00%,amount=26623.27 
创业环保(600874) on 07-13 22:17:50, price=10.47, ratio=  3.15%,amount=32123.15 
东方电气(600875) on 07-13 22:17:50, price=16.62, ratio=  1.34%,amount=168295.90 
洛阳玻璃(600876) on 07-13 22:17:50, price=14.11, ratio=  4.99%,amount=22734.22 
中国嘉陵(600877) on 07-13 22:17:50, price= 7.79, ratio=  3.73%,amount=42573.21 
航天电子(600879) on 07-13 22:17:50, price=24.50, ratio=  0.00%,amount= 0.00 
博瑞传播(600880) on 07-13 22:17:50, price=11.41, ratio=  0.00%,amount=46203.40 
亚泰集团(600881) on 07-13 22:17:50, price= 9.95, ratio=  4.52%,amount=236264.06 
华联矿业(600882) on 07-13 22:17:50, price=13.42, ratio=  0.00%,amount= 0.00 
博闻科技(600883) on 07-13 22:17:50, price=12.56, ratio=  0.00%,amount=8069.95 
杉杉股份(600884) on 07-13 22:17:50, price=24.82, ratio=  0.00%,amount=1891.48 
宏发股份(600885) on 07-13 22:17:50, price=35.26, ratio=  4.17%,amount=31484.56 
国投电力(600886) on 07-13 22:17:50, price=14.87, ratio=  0.00%,amount= 0.00 
伊利股份(600887) on 07-13 22:17:50, price=19.71, ratio= -0.45%,amount=779403.47 
新疆众和(600888) on 07-13 22:17:50, price= 8.54, ratio=  1.07%,amount=28336.17 
南京化纤(600889) on 07-13 22:17:50, price=10.48, ratio=  0.77%,amount=18984.98 
中房股份(600890) on 07-13 22:17:50, price= 8.17, ratio=  0.00%,amount= 0.00 
秋林集团(600891) on 07-13 22:17:50, price= 8.07, ratio=  0.00%,amount=338.87 
宝诚股份(600892) on 07-13 22:17:50, price=44.49, ratio=  5.18%,amount=43147.09 
中航动力(600893) on 07-13 22:17:50, price=37.72, ratio=  0.00%,amount=13695.73 
广日股份(600894) on 07-13 22:17:50, price=18.14, ratio=  4.86%,amount=30155.73 
张江高科(600895) on 07-13 22:17:50, price=23.44, ratio=  4.22%,amount=103499.83 
中海海盛(600896) on 07-13 22:17:50, price=13.08, ratio=  0.00%,amount=1691.62 
厦门空港(600897) on 07-13 22:17:50, price=24.05, ratio=  5.53%,amount=21917.06 
三联商社(600898) on 07-13 22:17:50, price=12.49, ratio=  4.08%,amount=26029.33 
长江电力(600900) on 07-13 22:17:50, price=14.35, ratio=  0.00%,amount= 0.00 
重庆燃气(600917) on 07-13 22:17:50, price=12.74, ratio=  4.26%,amount=22539.25 
东方证券(600958) on 07-13 22:17:50, price=28.32, ratio=  3.36%,amount=351428.42 
江苏有线(600959) on 07-13 22:17:50, price=24.43, ratio=  1.88%,amount=179536.33 
渤海活塞(600960) on 07-13 22:17:50, price=10.13, ratio=  0.00%,amount=4941.11 
株冶集团(600961) on 07-13 22:17:50, price= 8.17, ratio=  0.00%,amount=732.27 
*ST中鲁 (600962) on 07-13 22:17:50, price=15.96, ratio=  3.64%,amount=27258.12 
岳阳林纸(600963) on 07-13 22:17:50, price= 6.20, ratio=  0.00%,amount= 0.00 
福成五丰(600965) on 07-13 22:17:50, price=10.73, ratio=  0.00%,amount=482.05 
博汇纸业(600966) on 07-13 22:17:50, price= 5.09, ratio=  0.00%,amount=5300.03 
北方创业(600967) on 07-13 22:17:50, price=17.12, ratio=  0.00%,amount= 0.00 
郴电国际(600969) on 07-13 22:17:50, price=16.13, ratio=  0.06%,amount=11769.03 
中材国际(600970) on 07-13 22:17:50, price=11.70, ratio=  0.00%,amount=40588.98 
恒源煤电(600971) on 07-13 22:17:50, price= 7.40, ratio=  4.23%,amount=36634.05 
宝胜股份(600973) on 07-13 22:17:50, price=10.78, ratio=  0.00%,amount=15000.18 
新五丰  (600975) on 07-13 22:17:50, price=11.88, ratio=  0.00%,amount=8165.58 
健民集团(600976) on 07-13 22:17:50, price=29.25, ratio=  0.00%,amount=19664.56 
宜华木业(600978) on 07-13 22:17:50, price=22.33, ratio=  0.00%,amount= 0.00 
广安爱众(600979) on 07-13 22:17:50, price= 6.64, ratio=  0.15%,amount=23738.79 
北矿磁材(600980) on 07-13 22:17:50, price=19.77, ratio=  1.38%,amount=17162.21 
汇鸿股份(600981) on 07-13 22:17:50, price=10.21, ratio=  0.00%,amount=747.91 
宁波热电(600982) on 07-13 22:17:50, price= 6.53, ratio=  1.24%,amount=32785.77 
惠而浦  (600983) on 07-13 22:17:50, price=14.88, ratio=  7.13%,amount=25500.68 
*ST建机 (600984) on 07-13 22:17:50, price= 9.05, ratio=  2.72%,amount=10363.83 
DR雷鸣(600985) on 07-13 22:17:50, price=11.77, ratio=  7.00%,amount=7951.13 
科达股份(600986) on 07-13 22:17:50, price=29.69, ratio= -0.37%,amount=152800.33 
航民股份(600987) on 07-13 22:17:50, price=10.69, ratio=  0.00%,amount=17994.43 
赤峰黄金(600988) on 07-13 22:17:50, price=13.20, ratio=  0.00%,amount=1525.54 
四创电子(600990) on 07-13 22:17:50, price=74.18, ratio=  0.00%,amount=25176.45 
贵绳股份(600992) on 07-13 22:17:50, price=11.75, ratio=  4.91%,amount=19474.60 
马应龙  (600993) on 07-13 22:17:50, price=26.79, ratio=  0.00%,amount=26547.41 
文山电力(600995) on 07-13 22:17:50, price=10.01, ratio=  0.10%,amount=34955.44 
开滦股份(600997) on 07-13 22:17:50, price= 7.48, ratio= 10.00%,amount=33961.81 
九州通  (600998) on 07-13 22:17:50, price=22.51, ratio=  0.00%,amount=3753.95 
招商证券(600999) on 07-13 22:17:50, price=26.49, ratio=  1.88%,amount=370435.86 
唐山港  (601000) on 07-13 22:17:50, price=10.20, ratio=  0.20%,amount=64408.23 
大同煤业(601001) on 07-13 22:17:50, price= 7.69, ratio=  6.81%,amount=45316.53 
XD晋亿(601002) on 07-13 22:17:50, price=11.41, ratio=  3.73%,amount=42033.22 
柳钢股份(601003) on 07-13 22:17:50, price= 7.20, ratio=  0.00%,amount= 0.00 
重庆钢铁(601005) on 07-13 22:17:50, price= 4.50, ratio=  2.74%,amount=82134.69 
大秦铁路(601006) on 07-13 22:17:50, price=12.12, ratio=  2.02%,amount=341813.38 
金陵饭店(601007) on 07-13 22:17:50, price=18.49, ratio=  8.96%,amount=81780.90 
连云港  (601008) on 07-13 22:17:50, price= 6.96, ratio=  0.00%,amount=37547.77 
南京银行(601009) on 07-13 22:17:50, price=18.49, ratio=  2.72%,amount=287340.58 
文峰股份(601010) on 07-13 22:17:50, price= 9.00, ratio=  2.51%,amount=82309.52 
宝泰隆  (601011) on 07-13 22:17:50, price=11.87, ratio=  0.00%,amount=1456.98 
隆基股份(601012) on 07-13 22:17:50, price=12.91, ratio=  0.00%,amount=27163.66 
陕西黑猫(601015) on 07-13 22:17:50, price=13.67, ratio=  2.78%,amount=19967.64 
节能风电(601016) on 07-13 22:17:50, price=19.10, ratio=  0.00%,amount=5995.73 
宁波港  (601018) on 07-13 22:17:50, price= 7.95, ratio=  3.92%,amount=169012.39 
春秋航空(601021) on 07-13 22:17:50, price=126.09, ratio=  0.00%,amount= 0.00 
玉龙股份(601028) on 07-13 22:17:50, price= 8.44, ratio=  0.00%,amount=601.36 
一拖股份(601038) on 07-13 22:17:50, price=10.36, ratio=  1.77%,amount=22672.20 
赛轮金宇(601058) on 07-13 22:17:50, price= 8.87, ratio=  0.00%,amount=58237.12 
西部黄金(601069) on 07-13 22:17:50, price=15.02, ratio=  3.02%,amount=20908.20 
中国神华(601088) on 07-13 22:17:50, price=21.58, ratio=  0.37%,amount=358597.13 
中南传媒(601098) on 07-13 22:17:50, price=24.70, ratio=  8.33%,amount=88357.60 
太平洋  (601099) on 07-13 22:17:50, price=11.61, ratio=  2.74%,amount=465928.77 
恒立油缸(601100) on 07-13 22:17:50, price=15.46, ratio=  0.00%,amount=2775.70 
昊华能源(601101) on 07-13 22:17:50, price= 9.04, ratio=  6.98%,amount=36478.65 
中国一重(601106) on 07-13 22:17:50, price=10.20, ratio=  3.24%,amount=253651.51 
四川成渝(601107) on 07-13 22:17:50, price= 5.68, ratio=  1.43%,amount=27036.72 
中国国航(601111) on 07-13 22:17:50, price=15.31, ratio=  0.00%,amount= 0.00 
华鼎股份(601113) on 07-13 22:17:50, price= 6.62, ratio=  0.00%,amount=126.84 
三江购物(601116) on 07-13 22:17:50, price=10.20, ratio=  3.13%,amount=14076.85 
中国化学(601117) on 07-13 22:17:50, price= 9.40, ratio=  6.09%,amount=180546.27 
海南橡胶(601118) on 07-13 22:17:50, price= 6.60, ratio=  0.00%,amount=2558.19 
四方股份(601126) on 07-13 22:17:50, price=28.44, ratio=  0.00%,amount=1261.29 
博威合金(601137) on 07-13 22:17:50, price=20.53, ratio=  2.86%,amount=10019.24 
深圳燃气(601139) on 07-13 22:17:50, price=10.30, ratio=  8.42%,amount=42193.78 
重庆水务(601158) on 07-13 22:17:50, price=11.36, ratio=  7.17%,amount=71403.15 
兴业银行(601166) on 07-13 22:17:50, price=17.58, ratio=  0.63%,amount=947701.93 
西部矿业(601168) on 07-13 22:17:50, price= 8.03, ratio=  4.42%,amount=121397.48 
北京银行(601169) on 07-13 22:17:50, price=13.03, ratio=  1.01%,amount=429347.25 
杭齿前进(601177) on 07-13 22:17:50, price= 9.20, ratio=  1.10%,amount=18409.78 
中国西电(601179) on 07-13 22:17:50, price= 9.02, ratio=  5.37%,amount=153163.44 
中国铁建(601186) on 07-13 22:17:50, price=19.27, ratio=  0.36%,amount=700717.86 
龙江交通(601188) on 07-13 22:17:50, price= 5.54, ratio=  2.59%,amount=19174.59 
东兴证券(601198) on 07-13 22:17:50, price=26.16, ratio=  6.78%,amount=235330.54 
江南水务(601199) on 07-13 22:17:50, price=24.48, ratio=  0.00%,amount= 0.00 
东材科技(601208) on 07-13 22:17:50, price= 9.55, ratio=  1.06%,amount=35555.46 
国泰君安(601211) on 07-13 22:17:50, price=32.82, ratio=  4.19%,amount=1448416.56 
内蒙君正(601216) on 07-13 22:17:50, price=18.91, ratio=  2.49%,amount=90484.90 
吉鑫科技(601218) on 07-13 22:17:50, price= 7.13, ratio=  1.86%,amount=47023.48 
林洋电子(601222) on 07-13 22:17:50, price=28.24, ratio=  0.00%,amount=547.37 
陕西煤业(601225) on 07-13 22:17:50, price= 7.49, ratio=  9.82%,amount=86753.02 
华电重工(601226) on 07-13 22:17:50, price=16.56, ratio=  6.36%,amount=39033.86 
环旭电子(601231) on 07-13 22:17:50, price=16.40, ratio=  3.27%,amount=56505.62 
桐昆股份(601233) on 07-13 22:17:50, price=14.93, ratio=  0.00%,amount=7776.29 
广汽集团(601238) on 07-13 22:17:50, price=16.05, ratio=  6.43%,amount=51801.72 
庞大集团(601258) on 07-13 22:17:50, price= 4.21, ratio=  0.00%,amount=5256.32 
XD农业(601288) on 07-13 22:17:50, price= 3.78, ratio= -1.56%,amount=813058.32 
骆驼股份(601311) on 07-13 22:17:50, price=28.20, ratio=  0.00%,amount= 0.00 
江南嘉捷(601313) on 07-13 22:17:50, price=16.36, ratio=  0.06%,amount=19466.20 
中国平安(601318) on 07-13 22:17:50, price=80.63, ratio= -0.38%,amount=1658019.72 
交通银行(601328) on 07-13 22:17:50, price= 8.17, ratio= -0.97%,amount=797576.51 
广深铁路(601333) on 07-13 22:17:50, price= 5.91, ratio=  3.87%,amount=172680.91 
新华保险(601336) on 07-13 22:17:50, price=54.24, ratio=  0.44%,amount=335406.54 
百隆东方(601339) on 07-13 22:17:50, price= 6.89, ratio=  0.00%,amount=2537.18 
绿城水务(601368) on 07-13 22:17:50, price=15.44, ratio=  0.00%,amount=52622.96 
陕鼓动力(601369) on 07-13 22:17:50, price=10.12, ratio=  4.98%,amount=45291.15 
兴业证券(601377) on 07-13 22:17:50, price=13.10, ratio=  3.07%,amount=384547.70 
XD怡球(601388) on 07-13 22:17:50, price=19.01, ratio=  0.21%,amount=24657.29 
中国中铁(601390) on 07-13 22:17:50, price=15.40, ratio=  2.33%,amount=975267.66 
工商银行(601398) on 07-13 22:17:50, price= 5.27, ratio= -2.23%,amount=745159.84 
东风股份(601515) on 07-13 22:17:50, price=13.12, ratio=  0.00%,amount=1623.51 
吉林高速(601518) on 07-13 22:17:50, price= 5.41, ratio=  1.12%,amount=34219.57 
大智慧  (601519) on 07-13 22:17:50, price=13.35, ratio=  0.00%,amount=15427.31 
东吴证券(601555) on 07-13 22:17:50, price=20.06, ratio=  5.58%,amount=208848.46 
华锐风电(601558) on 07-13 22:17:50, price= 7.55, ratio=  7.09%,amount=55617.89 
九牧王  (601566) on 07-13 22:17:50, price=15.54, ratio=  0.00%,amount=551.03 
三星电气(601567) on 07-13 22:17:50, price=14.52, ratio=  0.00%,amount=22475.23 
会稽山  (601579) on 07-13 22:17:50, price=16.43, ratio=  2.69%,amount=29324.12 
北辰实业(601588) on 07-13 22:17:50, price= 6.36, ratio=  2.42%,amount=96599.32 
鹿港科技(601599) on 07-13 22:17:50, price=10.05, ratio=  0.00%,amount=1805.04 
中国铝业(601600) on 07-13 22:17:50, price= 7.04, ratio=  8.31%,amount=383682.27 
中国太保(601601) on 07-13 22:17:50, price=30.44, ratio= -0.23%,amount=333975.62 
上海医药(601607) on 07-13 22:17:50, price=21.79, ratio=  4.06%,amount=193136.31 
中信重工(601608) on 07-13 22:17:50, price=13.07, ratio=  0.00%,amount=3552.17 
广电电气(601616) on 07-13 22:17:50, price= 6.28, ratio=  0.00%,amount=28020.85 
中国中冶(601618) on 07-13 22:17:50, price= 7.24, ratio=  6.47%,amount=336695.12 
中国人寿(601628) on 07-13 22:17:50, price=34.09, ratio= -2.26%,amount=423596.09 
长城汽车(601633) on 07-13 22:17:50, price=44.89, ratio= 16.60%,amount=295262.94 
旗滨集团(601636) on 07-13 22:17:50, price= 7.36, ratio=  0.00%,amount=1086.70 
平煤股份(601666) on 07-13 22:17:50, price= 6.53, ratio=  7.05%,amount=61666.95 
中国建筑(601668) on 07-13 22:17:50, price= 8.72, ratio=  0.81%,amount=1135175.54 
中国电建(601669) on 07-13 22:17:50, price=11.25, ratio=  7.14%,amount=446247.95 
明泰铝业(601677) on 07-13 22:17:50, price=13.94, ratio=  5.61%,amount=17098.83 
滨化股份(601678) on 07-13 22:17:50, price= 8.72, ratio=  4.43%,amount=45236.77 
华泰证券(601688) on 07-13 22:17:50, price=24.31, ratio=  1.38%,amount=522762.09 
拓普集团(601689) on 07-13 22:17:50, price=27.45, ratio=  6.40%,amount=77309.83 
潞安环能(601699) on 07-13 22:17:50, price= 8.15, ratio=  5.71%,amount=92845.74 
风范股份(601700) on 07-13 22:17:50, price= 7.50, ratio=  0.00%,amount=764.77 
郑煤机  (601717) on 07-13 22:17:50, price= 8.23, ratio=  0.24%,amount=49396.73 
际华集团(601718) on 07-13 22:17:50, price=13.44, ratio=  9.54%,amount=206889.07 
上海电气(601727) on 07-13 22:17:50, price=13.76, ratio=  5.85%,amount=348170.57 
中国中车(601766) on 07-13 22:17:50, price=19.69, ratio=  3.63%,amount=2399576.95 
XD力帆(601777) on 07-13 22:17:50, price=11.53, ratio=  0.00%,amount=1496.98 
光大证券(601788) on 07-13 22:17:50, price=24.77, ratio=  3.86%,amount=360263.70 
宁波建工(601789) on 07-13 22:17:50, price=18.68, ratio=  0.00%,amount= 0.00 
蓝科高新(601798) on 07-13 22:17:50, price=13.52, ratio=  6.79%,amount=21744.42 
星宇股份(601799) on 07-13 22:17:50, price=26.55, ratio=  0.00%,amount=356.78 
中国交建(601800) on 07-13 22:17:50, price=18.22, ratio=  0.66%,amount=345166.64 
皖新传媒(601801) on 07-13 22:17:50, price=23.23, ratio=  4.88%,amount=29687.41 
中海油服(601808) on 07-13 22:17:50, price=21.09, ratio=  6.52%,amount=153907.89 
光大银行(601818) on 07-13 22:17:50, price= 5.53, ratio= -1.25%,amount=439340.73 
中国石油(601857) on 07-13 22:17:50, price=12.53, ratio= -1.18%,amount=417995.84 
中海集运(601866) on 07-13 22:17:50, price= 7.40, ratio=  6.02%,amount=184764.65 
招商轮船(601872) on 07-13 22:17:50, price= 8.91, ratio=  7.35%,amount=317025.55 
正泰电器(601877) on 07-13 22:17:50, price=30.62, ratio=  0.00%,amount= 0.00 
大连港  (601880) on 07-13 22:17:50, price= 6.60, ratio=  3.94%,amount=66748.42 
江河创建(601886) on 07-13 22:17:50, price= 9.12, ratio=  0.00%,amount=324.10 
中国国旅(601888) on 07-13 22:17:50, price=64.81, ratio=  7.25%,amount=124114.43 
亚星锚链(601890) on 07-13 22:17:50, price= 7.96, ratio=  0.00%,amount=1110.50 
中煤能源(601898) on 07-13 22:17:50, price= 9.12, ratio=  8.57%,amount=240894.81 
紫金矿业(601899) on 07-13 22:17:50, price= 4.81, ratio=  6.65%,amount=389714.23 
方正证券(601901) on 07-13 22:17:50, price=11.78, ratio=  2.43%,amount=310820.26 
京运通  (601908) on 07-13 22:17:50, price=18.69, ratio=  0.00%,amount=66528.55 
国投新集(601918) on 07-13 22:17:50, price=10.90, ratio=  7.92%,amount=360009.49 
中国远洋(601919) on 07-13 22:17:50, price= 9.45, ratio=  6.66%,amount=212290.04 
凤凰传媒(601928) on 07-13 22:17:50, price=11.37, ratio=  0.00%,amount=3483.96 
吉视传媒(601929) on 07-13 22:17:50, price=12.77, ratio=  0.00%,amount= 0.00 
永辉超市(601933) on 07-13 22:17:50, price=10.66, ratio=  4.41%,amount=115861.96 
建设银行(601939) on 07-13 22:17:50, price= 6.83, ratio= -1.73%,amount=379447.91 
金钼股份(601958) on 07-13 22:17:50, price= 9.96, ratio=  6.52%,amount=82979.80 
中国汽研(601965) on 07-13 22:17:50, price=11.85, ratio=  5.80%,amount=33471.72 
宝钢包装(601968) on 07-13 22:17:50, price=11.80, ratio=  7.27%,amount=73243.82 
海南矿业(601969) on 07-13 22:17:50, price=19.04, ratio=  4.62%,amount=89738.88 
中国核电(601985) on 07-13 22:17:50, price=10.91, ratio=  2.15%,amount=782880.84 
中国银行(601988) on 07-13 22:17:50, price= 5.21, ratio= -1.70%,amount=1170667.18 
中国重工(601989) on 07-13 22:17:50, price=11.35, ratio=  3.18%,amount=715126.32 
大唐发电(601991) on 07-13 22:17:50, price= 7.77, ratio=  9.44%,amount=158345.00 
金隅股份(601992) on 07-13 22:17:50, price=10.00, ratio=  5.26%,amount=73186.61 
丰林集团(601996) on 07-13 22:17:50, price=10.20, ratio= 10.03%,amount=58395.85 
